airQualityLevel,observationDateTime,deviceStatus,aqiMajorPollutant,id,airQualityIndex,uv.avgOverTime,o3.avgOverTime,pm2p5.avgOverTime,co2.avgOverTime,pm10.avgOverTime,co.avgOverTime,no2.avgOverTime,airTemperature.avgOverTime,illuminance.avgOverTime,ambientNoise.avgOverTime,so2.avgOverTime,relativeHumidity.avgOverTime,atmosphericPressure.avgOverTime
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,302.0,0.0,27.05,51.05,364.95,78.9,0.97,64.29,28.27,238.06,84.89,0.0,53.89,0.94
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,356.0,0.01,23.73,89.63,530.83,153.99,1.18,37.57,28.41,55.82,80.23,0.26,54.73,0.94
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,302.0,0.0,27.05,51.05,364.95,78.9,0.97,64.29,28.27,238.06,84.89,0.0,53.89,0.94
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,336.0,0.01,19.51,71.95,511.97,111.22,1.22,99.12,27.28,166.53,80.64,2.21,59.82,0.94
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,308.0,0.06,10.52,64.44,295.37,105.39,4.1,59.48,28.85,734.83,77.88,4.09,52.76,0.94
VERY_POOR,2022-01-01 18:01:16+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,343.0,0.14,40.74,83.44,368.51,129.4,0.58,62.92,30.27,1667.77,65.55,2.14,47.66,0.94
SATISFACTORY,2022-01-01 18:01:18+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,79.0,0.04,33.7,49.51,387.41,97.82,0.54,48.34,30.49,1381.56,79.69,0.0,46.94,0.93
VERY_POOR,2022-01-01 18:01:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,366.0,0.02,29.42,79.12,420.98,117.4,0.42,66.05,28.5,202.79,81.15,0.0,56.26,0.91
SEVERE,2022-01-01 18:01:22+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,445.0,,,,,,,,,,,,,
POOR,2022-01-01 18:01:22+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,283.0,0.06,41.03,58.31,232.18,88.23,0.33,36.48,29.25,3050.89,71.07,0.0,53.01,0.94
POOR,2022-01-01 18:01:26+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,216.0,0.02,20.9,43.62,0.0,69.8,0.73,47.23,30.42,540.53,71.5,4.06,50.96,0.94
MODERATE,2022-01-01 18:16:08+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,132.0,0.01,76.0,34.33,190.71,63.38,3.07,0.0,30.49,425.34,83.55,0.3,51.08,1.73
SATISFACTORY,2022-01-01 18:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,93.0,0.0,2.52,25.79,277.58,42.02,1.43,48.12,27.54,181.79,83.5,3.44,58.46,0.94
SATISFACTORY,2022-01-01 18:16:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,89.0,0.06,21.04,23.72,165.37,58.56,1.05,64.43,29.8,189.78,74.17,6.39,50.32,0.93
SATISFACTORY,2022-01-01 18:16:08+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,81.0,0.03,28.42,57.02,299.12,191.11,1.92,64.21,28.53,747.6,70.62,7.64,53.01,0.94
SATISFACTORY,2022-01-01 18:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,84.0,0.03,13.46,30.01,197.83,66.86,0.95,59.42,28.96,642.4,81.08,0.78,51.79,0.94
VERY_POOR,2022-01-01 18:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,339.0,,48.87,132.65,284.72,191.57,1.25,51.05,28.82,552.87,71.5,0.0,53.62,0.94
POOR,2022-01-01 18:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/388977ff-210f-b2f4-19e6-c619669708a2,244.0,0.03,28.43,73.13,0.0,174.44,1.66,46.26,29.57,280.1,71.74,0.08,53.06,0.94
POOR,2022-01-01 18:16:08+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,242.0,0.01,2.51,41.98,0.0,71.64,2.21,55.39,29.36,331.61,83.05,1.98,52.77,0.94
VERY_POOR,2022-01-01 18:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,305.0,0.01,0.02,87.16,0.0,186.16,2.26,91.85,28.65,899.18,67.84,2.57,56.24,0.94
MODERATE,2022-01-01 18:16:10+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/10b6d0f8-ae93-6622-5d1b-76af4bebc11e,100.0,0.02,0.0,37.24,229.89,85.37,1.7,103.94,28.65,1462.57,70.33,4.34,54.59,0.94
VERY_POOR,2022-01-01 18:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,325.0,0.0,20.04,74.85,579.52,113.73,0.85,54.79,28.72,262.52,75.09,0.39,53.3,0.94
SATISFACTORY,2022-01-01 18:16:10+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,77.0,0.01,20.13,0.21,392.23,0.26,1.53,52.91,28.6,715.86,80.04,1.15,52.63,0.93
MODERATE,2022-01-01 18:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,108.0,0.0,2.69,55.86,0.0,105.64,2.92,68.11,29.07,130.53,75.03,7.1,54.25,0.88
VERY_POOR,2022-01-01 18:16:10+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,394.0,0.01,0.43,156.16,5.35,247.48,2.34,62.44,27.81,533.75,64.54,0.57,55.48,0.94
SATISFACTORY,2022-01-01 18:16:10+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,87.0,0.01,37.78,37.89,0.0,63.45,1.72,50.12,28.29,592.38,82.55,2.04,54.26,0.93
MODERATE,2022-01-01 18:16:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,112.0,0.01,1.04,39.01,450.47,81.2,2.99,97.36,28.6,231.82,66.68,5.18,54.09,0.94
MODERATE,2022-01-01 18:16:11+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,103.0,0.01,15.23,0.04,109.37,54.1,3.38,107.08,26.97,549.12,78.64,10.23,56.87,0.93
MODERATE,2022-01-01 18:16:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,130.0,0.02,30.15,38.14,131.54,68.05,2.48,69.28,28.17,659.84,76.03,1.77,55.71,0.94
POOR,2022-01-01 18:16:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,264.0,0.03,9.27,45.02,0.0,83.9,2.49,106.9,28.05,423.29,64.53,0.0,56.51,0.94
VERY_POOR,2022-01-01 18:16:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,364.0,0.0,0.15,97.48,299.2,148.18,1.72,88.33,27.7,30.79,75.46,0.76,57.67,0.94
SATISFACTORY,2022-01-01 18:16:13+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,52.0,0.03,34.31,16.13,402.77,30.38,1.12,63.96,26.97,1305.07,78.98,0.37,60.48,0.94
SATISFACTORY,2022-01-01 18:16:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,93.0,0.0,51.26,22.87,110.33,54.97,3.78,42.01,29.02,677.43,60.23,3.13,51.9,0.93
MODERATE,2022-01-01 18:16:13+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/146a3c4f-c6e4-959f-e967-f0cfd5b03dcb,104.0,0.03,43.41,23.34,87.38,52.01,4.18,67.35,28.28,495.07,80.59,2.63,54.36,0.48
VERY_POOR,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,307.0,0.03,0.0,65.92,231.7,110.78,5.33,84.17,27.81,442.49,64.34,10.46,58.92,0.94
SEVERE,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c84ae0f-dcca-fd9b-1f09-bc0f0e092b63,441.0,0.01,23.84,108.97,175.19,223.18,1.19,52.32,,,,0.09,,
VERY_POOR,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,314.0,0.03,17.68,87.34,56.43,134.95,3.01,65.9,28.98,463.53,85.99,6.46,56.81,0.94
SATISFACTORY,2022-01-01 18:16:13+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,52.0,0.03,34.31,16.13,402.77,30.38,1.12,63.96,26.97,1305.07,78.98,0.37,60.48,0.94
VERY_POOR,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,379.0,0.06,33.46,162.75,401.29,253.83,2.03,30.91,27.55,553.36,83.98,2.8,57.53,0.94
VERY_POOR,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c7b8f786-2f89-116f-d98d-8c54bfc7caaf,307.0,0.03,0.0,65.92,231.7,110.78,5.33,84.17,27.81,442.49,64.34,10.46,58.92,0.94
POOR,2022-01-01 18:16:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,278.0,0.03,0.44,52.06,294.63,101.4,3.04,43.23,31.41,1081.02,75.35,3.82,44.7,0.88
MODERATE,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/7bd8af4f-99bf-2f69-996c-5fde241fb29a,163.0,0.0,14.41,37.63,20.5,67.71,2.24,65.9,27.61,33.56,77.66,5.73,59.35,0.94
VERY_POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a70a062d-1bc8-ba77-a530-af9b5d4f2145,333.0,0.0,11.4,77.16,524.63,124.75,1.84,109.52,26.95,99.16,80.95,3.12,62.12,0.94
POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,298.0,0.0,19.19,53.45,371.45,82.95,1.19,72.58,27.77,111.23,85.83,0.0,55.58,0.94
SATISFACTORY,2022-01-01 18:16:15+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8011a665-ea2b-dd08-4c49-667bb2256545,55.0,0.01,29.74,9.6,329.64,21.18,0.53,39.98,28.64,175.12,102.01,2.19,52.17,0.94
VERY_POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,340.0,0.07,34.18,87.24,370.99,137.47,0.78,68.85,29.22,948.16,65.99,2.61,50.91,0.94
VERY_POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,352.0,0.0,19.43,94.21,537.12,161.85,1.42,43.14,28.12,32.73,81.28,0.61,56.34,0.94
POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a841398a-4739-72ff-497a-a439364f459a,298.0,0.0,19.19,53.45,371.45,82.95,1.19,72.58,27.77,111.23,85.83,0.0,55.58,0.94
VERY_POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/67ae0343-59e4-e88f-bc4a-f55e7789df44,306.0,0.04,10.57,72.12,300.73,114.91,4.13,59.16,28.57,446.08,77.82,4.05,54.29,0.94
VERY_POOR,2022-01-01 18:16:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/57c0323e-4cf7-2b22-0e54-e9c043d235cb,363.0,0.01,35.03,91.97,280.47,137.15,0.96,73.63,28.04,38.56,79.78,4.58,58.5,0.9
SATISFACTORY,2022-01-01 18:16:17+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,78.0,0.02,26.79,56.37,396.44,122.93,0.87,54.98,29.65,723.18,79.63,0.2,49.12,0.93
VERY_POOR,2022-01-01 18:16:19+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2922b6ff-0271-cde4-9378-bd00f1a6ea3c,365.0,0.01,27.03,85.77,422.34,130.72,0.45,68.45,27.98,119.47,80.91,0.0,58.15,0.91
SEVERE,2022-01-01 18:16:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,445.0,,,,,,,,,,,,,
POOR,2022-01-01 18:16:21+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b075ef08-a5cc-e920-6be3-f57e5b7731c5,273.0,0.03,33.98,57.23,228.35,85.75,0.37,41.68,28.6,1318.85,71.24,0.0,55.36,0.94
POOR,2022-01-01 18:16:24+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,203.0,0.01,20.38,45.66,0.0,72.35,0.69,47.41,29.82,272.94,71.5,3.87,52.45,0.94
MODERATE,2022-01-01 18:31:09+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02f7e7ee-29d6-c1c1-4d98-8f74981d9683,132.0,0.0,69.0,31.52,193.64,59.09,3.02,0.0,29.3,156.4,83.95,0.15,53.62,1.72
SATISFACTORY,2022-01-01 18:31:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/05fbae93-d3f7-0bbe-dd5d-2c2b4180edc7,93.0,0.0,2.03,27.01,285.8,46.78,1.84,52.82,27.08,66.27,83.33,4.15,60.2,0.94
VERY_POOR,2022-01-01 18:31:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/64131670-4db5-8b9b-6a81-7ddc23f176fd,339.0,,38.47,184.01,299.28,266.4,1.93,69.6,28.07,248.71,71.47,0.0,56.08,0.94
SATISFACTORY,2022-01-01 18:31:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,84.0,0.01,6.09,26.07,215.47,53.31,1.47,67.89,28.3,265.9,81.55,1.31,53.98,0.94
SATISFACTORY,2022-01-01 18:31:09+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d3f2fcf3-24de-0fb6-7b74-0d7b3fa0467d,89.0,0.02,16.41,27.34,161.85,71.92,1.29,72.28,28.62,87.0,74.35,7.34,53.95,0.93
SATISFACTORY,2022-01-01 18:31:09+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/52e11fbe-2458-987f-b756-8c5cab1f051e,81.0,0.01,24.49,54.02,311.78,175.34,2.09,69.09,28.04,341.79,70.35,8.44,54.76,0.94
POOR,2022-01-01 18:31:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/388977ff-210f-b2f4-19e6-c619669708a2,244.0,0.01,25.23,80.33,0.0,178.94,1.85,50.56,28.53,120.41,71.46,0.08,55.64,0.94
POOR,2022-01-01 18:31:09+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f36b4669-628b-ad93-9970-f9d424afbf75,242.0,0.0,0.99,44.78,0.0,74.72,3.24,58.82,28.68,136.32,82.82,2.71,54.22,0.94
SATISFACTORY,2022-01-01 18:31:11+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d824fa46-223b-f248-493e-80bb5bdeda68,77.0,0.0,13.34,0.51,411.08,0.64,1.79,61.28,28.04,308.2,79.78,0.87,54.01,0.94
MODERATE,2022-01-01 18:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/390a5098-1616-60ca-955e-ce9b5d3ee5f9,108.0,0.0,3.02,56.71,0.0,103.74,2.65,65.65,28.5,60.03,75.69,5.12,55.66,0.88
MODERATE,2022-01-01 18:31:11+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/10b6d0f8-ae93-6622-5d1b-76af4bebc11e,100.0,0.01,0.0,30.47,233.64,68.26,2.05,111.11,28.15,512.17,69.64,5.07,56.07,0.94
VERY_POOR,2022-01-01 18:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/db3d6ea0-a84a-b3d6-7ec9-71ae66736273,394.0,0.0,0.0,158.27,8.86,249.82,2.1,65.18,27.54,250.13,64.3,0.35,56.28,0.94
SATISFACTORY,2022-01-01 18:31:11+05:30,ACTIVE,O3,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,87.0,0.0,30.15,39.21,0.0,71.66,2.21,58.89,27.66,241.15,82.41,2.66,56.18,0.93
VERY_POOR,2022-01-01 18:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,325.0,0.0,15.55,77.22,582.41,116.65,1.03,59.66,28.23,121.39,75.56,0.88,54.83,0.94
VERY_POOR,2022-01-01 18:31:11+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,305.0,0.0,0.02,89.01,0.0,192.01,2.17,92.44,27.98,323.13,68.07,2.59,58.24,0.94
MODERATE,2022-01-01 18:31:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/c37c6979-6802-4a1c-c852-609b7706f5ba,130.0,0.01,28.85,45.84,135.35,78.58,3.06,71.98,27.91,299.18,74.32,2.87,56.71,0.94
POOR,2022-01-01 18:31:12+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,264.0,0.01,8.25,43.45,0.0,74.92,2.66,108.31,27.66,203.89,63.63,0.0,57.68,0.94
VERY_POOR,2022-01-01 18:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,364.0,0.0,0.01,111.67,310.45,178.04,2.14,97.04,27.44,14.73,77.96,1.66,58.54,0.94
MODERATE,2022-01-01 18:31:13+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,103.0,0.0,12.67,39.83,116.46,127.43,3.86,109.97,26.79,264.81,79.06,11.82,57.42,0.93
MODERATE,2022-01-01 18:31:13+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,112.0,0.0,0.88,40.0,464.24,88.97,3.64,103.81,27.9,107.85,66.66,6.39,56.62,0.94
SATISFACTORY,2022-01-01 18:31:15+05:30,ACTIVE,NO2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,52.0,0.01,24.71,19.98,415.59,37.85,1.63,72.56,26.43,465.37,79.12,0.55,62.55,0.94
SEVERE,2022-01-01 18:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c84ae0f-dcca-fd9b-1f09-bc0f0e092b63,441.0,0.0,18.25,136.15,178.75,271.7,1.31,57.29,,,,0.34,,
SATISFACTORY,2022-01-01 18:31:15+05:30,ACTIVE,CO,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,93.0,0.0,50.54,21.56,118.79,53.0,4.08,41.94,28.18,310.63,60.15,3.37,54.24,0.93
POOR,2022-01-01 18:31:15+05:30,ACTIVE,PM2.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/17429134-c3d7-da41-0057-388a28723913,278.0,0.01,0.0,58.04,308.33,111.19,3.71,46.25,31.04,401.91,75.16,5.4,45.68,0.88
